word_list,humor_rating
amity,55.27680232191341
amman,58.61305593481281
among,45.22464710471576
amore,60.44517964373503
ample,54.90933979837719
amply,58.48168619356686
amuck,62.3511345318845
amuse,68.95035006562252
angel,56.19110528585594
anger,45.890040099275566
angle,52.5455145619073
anglo,58.704904579401465
angry,50.55200256629668
angst,52.669612094128894
anise,56.85679717836568
ankle,52.937783381218416
annal,53.85793375342916
annex,49.939932821556276
annoy,59.321380474490525
annul,53.28356040656112
anode,51.2145089360595
anted,60.09645816500563
antes,53.49163520687365
antic,62.32087511651933
antsy,60.75894811261006
anvil,55.378866484593196
aorta,52.224503113383086
apace,55.513853113492786
apart,48.49937957359339
aphid,56.7459845090588
aping,64.33979742546259
apnea,49.50460471580638
apple,57.35716534886594
apply,52.521620801009036
appro,55.23530938623362
apron,58.41321596451297
aptly,59.64764085768472
arbor,55.089206673529
ardor,61.59283807345177
areas,42.21553143946288
arena,47.44198324087629
argon,51.98901459166871
argot,63.58627126871751
argue,55.214730795989574
argus,59.70790390909764
arias,57.4893377755988
ariel,57.74749017060152
arise,49.74411868808343
armed,46.05861527291745
armer,55.41451096026207
armor,53.06807168807834
aroma,57.66722215746952
arose,48.48301045258853
array,50.248783429403474
arrow,53.89002435626256
arson,43.05563850762002
artsy,62.40567471125141
ascot,62.86837922081176
ashen,55.93545236063092
ashes,50.28071681919866
aside,48.24510484566996
asked,48.67286689965981
asker,65.34751973406708
askew,62.112506719961374
aspen,52.77197955173442
assay,48.85086083032141
asses,60.16884738482186
asset,47.73323691657943
aster,55.955811215997066
atlas,51.39067095147039
atoll,53.01586011161693
atoms,53.834012668264535
atone,54.63677688248322
atria,54.48555731660121
attar,57.892095023834315
attic,53.46904510833551
audio,47.54635199354554
audit,45.09622594509948
auger,53.88860656804745
augur,55.97537751971642
aunts,58.745146331418255
aural,59.44481508802751
aurum,62.356393023673306
autos,47.20934371378239
avail,54.81460851955605
avant,53.55950833622795
avert,53.48824765601428
avian,55.29594834972694
avoid,50.15342655969471
await,50.75207646836995
awake,58.78265420356988
award,47.17810030100281
aware,47.96506398283954
awash,57.62049188893333
awful,57.85234122348648
awoke,57.91009330633429
axial,51.17727454969178
axiom,58.1087457627909
azure,61.971337884894446
babel,61.51307101308797
babes,64.85333051383115
backs,57.714177604900826
bacon,62.56147255767958
badge,54.96813290971304
badly,53.58933651293929
bagel,60.78192870575011
baggy,63.460047385577994
bails,58.56943485685565
baits,56.67581329771266
baize,65.48951740972123
baked,57.11616902210004
baker,55.47789198990657
bakes,61.046458642725746
baler,54.52027377147937
bales,51.4567625789452
balks,60.57772003921525
balky,62.52495330469103
balls,58.1625345662936
bally,71.29274248660751
balms,60.55666050818256
balmy,62.4026593348988
balsa,59.25177693738565
banal,62.56127922464802
bands,51.758244030363585
bandy,65.59504077766694
banes,58.207226942855044
bangs,64.78018960324948
banjo,59.68033363576272
banks,50.267805105232306
bantu,65.48942236214116
bared,57.94541261987437
bares,59.00170201862572
barge,52.130516202621706
barks,67.5790329122047
barns,53.11890835996294
baron,53.05955321234862
barre,58.73784131375352
barry,60.935234015263795
basal,53.63580052694583
based,39.81374761076158
bases,47.22522178360038
basic,49.316500824708214
basil,59.89542886152324
basin,50.17397046077119
basis,46.46707732623783
basso,64.24596796715953
baste,62.61990768109405
batch,52.87320784357652
bated,66.35538236346082
bates,56.45201915255431
bathe,62.45546641248791
baths,55.96352704729391
batik,55.72257357788091
baton,51.21413283632694
batty,63.256568218691555
bawdy,67.48567729776651
bayer,51.61178946848508
bayou,62.163058566344816
bazar,53.4536818055407
beach,53.596484273153166
beads,55.77269310666482
beady,69.94017516052881
beams,54.37583387741704
beans,55.766249957854896
beard,57.38627097709198
bears,51.630489423822766
beast,56.63636533484315
beats,55.43998592466976
beaux,63.65501974559655
bebop,58.66019876061579
becks,65.27125804919405
beech,55.63856077888502
beefs,56.98380885685299
beefy,63.87517318745891
beers,55.00226042155367
beery,66.4099761743866
beets,56.69602881503118
befit,60.53638673357299
began,43.883608624639976
begat,60.09362986373439
beget,60.91873932404472
begin,45.8442583492789
begot,62.180614491343746
begun,47.1370411027736
beige,54.45797318884401
being,45.39487685000361
belay,59.020243645859146
belch,66.17618183398278
belie,55.81731828326689
belle,58.61643239797619
bells,55.37730886746988
belly,66.53265802548356
below,48.05463667178244
belts,52.61770579790341
bench,51.02875728632272
bends,61.52954889387005
benny,68.10910330151316
beret,58.009203627186565
berms,57.24928221238168
berry,58.51060850759528
berth,54.08159648446336
beryl,57.201134724915164
beset,49.674203657274724
betas,53.70937807654282
betel,56.54588091463834
betta,66.83382429758724
betty,62.24347868323201
bevel,56.58702518938843
bialy,68.43107817972711
bible,55.41628511392991
biddy,71.60276401198888
bight,63.19789506961643
bigot,61.72642201014972
biked,61.87385810989963
biker,57.053869542945094
bikes,54.54408781784758
bills,50.19147552375296
billy,64.2320190131885
bimbo,72.56120816117281
binds,52.911875648433686
binge,56.4996253701338
bingo,57.90847358557588
biome,57.70831085562333
birch,57.98869998344817
birds,54.2766544966818
birth,50.66661624854695
bison,53.72246556474055
bitch,64.39224532363903
biter,61.11795105693269
bites,58.00953772578862
bitsy,74.67918908895942
bitty,65.03620232077498
black,53.78132255929791
blade,52.70260459074125
blame,51.358475969238654
bland,59.13976655146553
blank,50.92217425931055
blare,60.20895640863866
blase,58.428980454502266
blast,47.85432644872311
blaze,48.846595948298564
bleak,50.05032555124866
bleed,54.99265660369251
bleep,66.9977273865604
blend,53.60252884047989
bless,61.932476114855646
blest,62.49357187216986
blimp,64.27523742371028
blind,55.23882780958277
blink,59.98981248105337
blips,62.09517964566713
bliss,63.16222400009384
blitz,54.68025288664359
bloat,57.59336732722885
blobs,65.65985098961386
block,52.73473061684012
bloke,70.31020709472666
blond,63.957945662108685
blood,49.772947493835844
bloom,62.40102068716194
blots,56.55194618617393
blown,54.76333013800867
blows,56.48504549986747
blued,66.79332316163017
bluer,64.84387416865522
blues,56.1760232910526
bluey,75.60195963363424
bluff,63.377694693057066
blunt,53.962240582785846
blurb,64.37632940031563
blurs,59.67679290537247
blurt,69.94188725196499
blush,64.80834853177439
board,44.363292677567486
boast,57.00036213040835
boats,49.05786150156028
bobby,61.89563012389377
bocce,60.505548934665
bodes,54.58805584572278
bogey,57.87514221543955
bogie,55.37151666566114
bogus,53.512546537645036
boils,57.42287323513574
boles,60.54356538973332
bolts,53.12787711058067
bolus,59.86707937986036
bombs,51.913914475710236
bonds,49.08272974086465
boned,64.20068309848915
boner,66.87930625981797
bones,55.1161417054476
boney,67.17899254028411
bongo,66.14833240562248
bonne,62.56925407321266
bonny,68.91290360091635
bonus,54.01186482616737
boobs,71.61198088019167
booby,76.00722389950785
booed,58.91994024437102
books,50.08710620278015
booms,61.34110873330299
boons,65.41409310607315
boost,55.34702908511939
booth,55.61806895354499
boots,56.99233874664459
booty,67.81626701998657
booze,65.38400436683176
boozy,70.63941370636537
borax,59.26912123865207
bored,60.68826899950534
borer,51.970249981414476
bores,59.35193591653899
borne,48.39469817435733
boron,51.39682545697376
bosom,66.96440507022746
bossy,68.54458932317856
botch,61.90368764479171
bough,65.16406185662602
boule,67.15539575706157
bound,50.06857223449766
bourn,64.73444107769168
bouts,52.967591084899865
bowed,54.06929895915797
bowel,53.988452698262
bower,63.31773281584978
bowie,59.84008234200354
bowls,59.216570268648766
boxed,53.80636969542149
boxer,56.97203049153994
boxes,50.212059556562096
brace,52.336830279164374
brags,64.65556625055044
braid,61.766799061625505
brain,52.73447156072006
brake,51.992192940404735
brand,50.79261458046513
brant,56.48528788147683
brash,61.297302162903705
brass,53.25424043185417
brats,62.77436393046211
brave,58.60180061596103
bravo,64.38098158476139
brawl,52.97923270820503
brawn,62.189004216339995
bread,55.10723875810441
break,52.774247232437155
bream,59.716785893067126
breed,54.36492179794278
brent,54.72889967965669
brews,60.81089328250508
briar,63.9927800474027
bribe,55.48243136126314
brick,53.925526245080256
bride,56.111371590512356
brief,48.47155614399751
brier,65.57970421497684
brill,68.9195974984545
brine,53.395324888688144
bring,54.4554074709304
brink,51.716833508171675
brisk,58.082209851469
broad,49.19999725118268
brock,63.595874535593154
broil,58.7585939293098
broke,51.364108930192096
bronc,65.01104318571115
brood,66.05027644038816
brook,58.21567110634263
broom,67.04276184493953
broth,58.855890104847106
brown,56.4331881859882
brows,63.500835253991234
bruin,63.94682202604342
brunt,49.455908175484936
brush,58.66310168819503
brute,62.028966987937636
bucko,79.5313352358615
bucks,65.72485049037344
buddy,66.46348600628643
budge,59.27981203722841
buffs,62.08704005694634
buffy,70.69077267041105
buggy,63.366274091281404
bugle,62.741133638756466
build,52.44451697106063
built,48.695871715023365
bulge,58.229978774622985
bulky,61.45320646526807
bully,61.16490237836847
bumps,62.5624525069027
bumpy,60.68285960327801
bunch,64.90518113227745
bundy,65.61061996433438
bunks,62.03002693227772
bunny,69.04886653481721
buoys,59.537324957994535
burke,60.794165205185514
burly,64.2433156879303
burns,50.44358994614117
burnt,51.96463161943541
burro,61.24721711041208
burry,61.69563721627267
burst,56.112533139686235
bused,55.3253905994418
buses,47.90749203180516
bushy,66.01128626239554
busts,57.50707639504037
busty,65.67053931160936
butch,67.68053973526025
butte,59.70400127846919
butts,60.438029825416535
buxom,73.91194259826798
buyer,50.03819028201333
bylaw,55.63148200197531
bytes,51.742728425176814
byway,61.528878408495935
cabal,60.506552125900555
cabby,65.40786546926041
cabin,53.70231359156551
cable,48.83604113073664
cacao,57.43916366414418
cache,50.310812936065034
cacti,59.073109530454886
caddy,59.59021214173407
cadet,51.5165808978191
cadre,55.002881957558714
cafes,55.62759216162159
caged,57.558774050182684
cages,55.07215397987916
cagey,59.08765124827041
cairn,53.71260061736941
cajun,62.964825882589274
caked,60.98890440109919
cakes,59.53873918678229
calif,56.355132741755696
calla,62.11400750428009
calls,49.50445802948294
calms,62.20471311043495
camel,57.451656156600045
cameo,62.483409364796884
campo,60.752399818935885
camps,48.07335111818963
campy,67.36110055377426
canal,50.38391868192246
candy,61.983318941439265
caned,56.34666924018621
canes,56.72236462561489
canny,64.11825498555217
canoe,57.28452241442264
canon,53.45393925791882
canto,52.08208409601144
caped,64.82491550145582
caper,61.208547241622014
capes,59.17170882875637
capon,68.19463873615553
capri,60.39870422261253
caput,63.69302678059604
carat,53.214888165723366
carbo,62.138907046686256
cards,47.23131968091718
cared,57.780607059749556
carer,55.49298279410509
cares,58.4589492740304
cargo,50.12567542567983
carob,65.48488277954196
carol,53.9681657535137
carry,52.07651363255806
carta,59.121590418277684
carte,56.21550047895492
carts,52.51130692318884
carve,57.700959989691775
caste,49.996967648249644
casts,55.813305957776755
catch,57.93255869880434
cater,53.17935833417248
cates,51.48798090703883
catty,63.81953507348647
caulk,62.56129102731243
cause,49.684004254367515
caved,56.95853224821787
caver,57.450766830483474
caves,53.74595830532605
cease,47.46681678903853
cedar,53.28832301436148
ceded,51.70849919030628
cedes,57.806228221909286
celeb,63.04691833856988
cello,56.11009835901474
cells,48.26272055493632
celts,62.11350097248122
cents,49.31627315098794
chafe,56.70165082628853
chaff,59.043210035572656
chain,49.84017983672717
chair,51.21712892337519
chalk,59.475818406337225
champ,58.90095632591109
chang,52.86868605961154
chant,58.054773086972844
chaos,48.39766119196767
chaps,68.04287676536144
chard,59.35739686464176
charm,61.899899100863266
chart,49.137106315075485
chary,63.31672184845479
chase,53.75035640948983
chasm,56.235542020962825
chats,57.751540649712055
cheap,52.24450056689144
cheat,52.805492140111355
check,50.987452221147606
cheek,60.02706952000916
cheer,57.851131389951135
chefs,56.18367154310634
chemo,53.785367417990614
chert,56.007616997971546
chess,53.332363107194894
chest,53.02486018392343
chevy,60.009751818499524
chews,65.30753259174656
chewy,70.94114709438847
chick,69.41742598509481
chico,63.37929216405291
chide,62.85556861141842
chief,47.14587735754295
child,54.08505723839884
chile,53.55091563233783
chili,59.07215150356656
chill,57.1502958236157
chime,62.66653193458348
chimp,63.40386257754941
china,51.40069571058913
chink,61.74120093217013
chino,60.211070028091356
chips,54.717946647417854
chirp,67.93501719651192
chits,62.06251689427879
chock,60.175019188608005
choir,55.156963564672424
choke,59.117682535293696
chomp,69.89949012032112
chops,65.25423931696875
chord,57.72036667216278
chore,57.161553718817586
chose,49.55154956029444
chows,68.01750726099726
chuck,67.80976735619555
chump,71.9419489618015
chums,70.45431689388563
chunk,59.94552789767707
churn,55.456287929549816
chute,61.00175516161367
cider,56.60248044696046
cigar,59.99110262011777
cinch,64.3528524309688
circa,55.41258876231604
cisco,57.172184653594826
cited,43.12444004359697
cites,46.1147478982446
civet,61.200442343029565
civic,50.18023464537221
civil,45.03661857093799
clack,67.71445311804992
claim,49.64258012935697
clair,59.08341900740797
clamp,56.259671055793866
clams,61.93050346554492
clang,62.18599501329487
clank,61.57690570686823
clans,50.04199174240861
claps,66.40719661125695
claro,62.17942534514528
clary,62.91638236459001
clash,48.433406747598454
clasp,61.54548306195212
class,48.52578955337624
claws,62.42460633669912
clays,52.72034939065047
clean,51.52747023097536
clear,47.56896870751876
cleat,55.12093102887323
cleft,56.380745736219204
clerk,51.41210944349552
click,51.54493649732202
cliff,55.028090583983065
climb,58.98886404991847
cline,54.39752103320295
cling,60.24016751355131
clink,65.04108841469248
clint,59.855564231253226
clips,55.16914588173499
cloak,57.48895382431816
clock,53.47830709286986
clogs,60.01290964052831
clone,57.342331373898645
close,46.18204776014174
cloth,54.71124553751709
clots,51.49650951305631
cloud,51.30592321572522
clout,56.649600042727485
clown,65.51116706300746
clubs,53.303575815923935
cluck,76.4707915402796
clued,66.75063181891454
clues,56.07261253086073
clump,66.54049535256698
clung,59.10436821273919
clunk,70.55190436578937
coach,51.653598672697655
coals,56.05437253644885
coast,47.34773080578631
coats,54.80242542119999
coble,60.456995867586016
cobra,58.212352300833764
cocks,64.65644385510925
cocky,68.87572608678218
cocoa,54.53568746278697
cocos,57.40258193039833
coded,51.97657378814098
coder,55.89649167905753
codes,48.1618938453366
coeds,61.818167014773664
cohen,60.54731553755893
coils,54.72784883113144
coins,52.67505136055445
cokes,65.61080075872421
colas,58.036883634005974
colby,62.92928285294337
colds,53.630536963185165
colin,59.94696979838352
colon,54.38011283542083
color,50.834580588554005
colts,55.230720456476504
comas,57.34964518671995
combe,60.77145699524309
combo,57.219648848213495
combs,59.96653325762831
comer,56.69549431219528
comes,52.673740212321654
comet,55.80523664505034
comfy,67.41344824199552
comic,59.55918499698568
comma,58.04979216999468
compo,59.142879739556605
conch,60.794277060588456
condo,51.688977651477195
cones,57.07092461878547
coney,64.17999767621521
conga,62.87803362225149
congo,58.820694147266806
conic,64.15089141629733
cooks,59.74776208394719
cools,61.18872294685151
coped,54.24081620264424
copes,54.13144458994011
copra,54.4705164754438
coral,53.183996903009024
coram,61.72197917916918
cords,55.47109231726784
cores,51.70890626758419
corey,61.43656443660262
corgi,62.92618715318335
corks,60.96019268610375
corky,66.42516385635344
corns,59.52261890898269
corny,69.54607192071347
corps,53.19123948621164
corse,62.66442990727706
costa,55.535199732576494
costs,41.72981394074166
cotta,56.99090740205946
couch,62.94053350764217
cough,57.42856116391705
could,49.262016445460326
count,50.80639336753612
coupe,57.90948989418936
coups,57.39533589167415
court,43.22370916674099
coven,62.01335981442765
cover,51.960708140012336
coves,61.589765419890625
covet,61.555102905879295
covey,61.33523178791001
cowed,58.97649080038168
cower,62.07183070901647
coyly,70.20771575399249
crabs,62.65049486931929
crack,56.772105691109886
craft,54.664626685587066
craig,59.986061539589045
cramp,56.623122989183344
crams,62.21136119273854
crane,51.77702290869569
crank,64.3433037543528
craps,56.905880509800326
crash,44.598841267160424
crass,61.8915356689057
crate,56.21645169937482
crave,61.728234840350424
crawl,62.17172883350438
craze,60.27760546032871
crazy,63.599437877479474
creak,63.23749596242109
cream,54.13274295377377
credo,57.492132178635174
creed,54.12807816613508
creek,52.607723183734265
creel,57.013487283894925
creep,58.22814851776242
creme,57.309936228104974
crepe,58.64935428028227
crept,55.33072685034908
cress,60.50684005357924
crest,51.649038933118305
crews,54.101544267210365
cribs,52.58085126445562
crick,68.12826918150128
cried,56.17890355476045
crier,59.96162815276695
cries,57.54194340639724
crime,41.268262601589704
crimp,55.24120242062092
crisp,57.6740807066152
croak,66.88561403659068
crock,65.47856677629503
croft,56.78341931393948
crone,61.5348185005776
crony,61.68794353759935
crook,64.17980716587653
croon,69.22935034144443
crops,49.43707831461796
cross,47.98217543810395
croup,62.109566851213074
crowd,56.795924490379974
crown,56.176475642737756
crows,58.99385094647254
crude,56.19175861543812
cruel,55.01339289514111
crumb,65.93954575859388
crump,66.76792789593009
cruse,63.21379238401683
crush,57.98108508773371
crust,59.073343734058504
crypt,54.66275115532418
cubed,63.143570988116565
cubes,61.62995397264403
cubic,58.7566187942499
cubit,64.63372250818486
cuddy,73.18841061888781
culex,61.405784506294125
culpa,64.06807400836733
cults,55.01558018152173
cumin,62.52308784562577
cupid,70.04289011597604
curbs,55.484592421085964
cured,55.34899839299641
cures,57.36793719163701
curie,56.80087299242163
curio,62.090517849936205
curls,66.6275633201371
curly,64.41070166584144
curry,61.25071264538799
curse,53.94664090226208
curve,54.78792791430271
curvy,70.32255079697646
cushy,65.91896115869561
cuter,71.80524328046425
cutty,70.67084212184471
cycle,50.09234526394782
cynic,65.974815276265
dacha,61.09968947570377
daddy,68.78528279510283
daffy,71.88708446826755
daily,46.8555190182912
dairy,49.42785924424153
daisy,60.9041810031939
dales,59.74468039218375
dally,66.60958336053734
dames,65.56001902465835
damns,63.36014743770387
damps,62.54973142046044
dance,58.129712030874835
dandy,65.68291755309278
danny,62.96791292657321
darcy,65.38732674947913
dared,57.09385903900639
dares,59.49288797904768
darts,60.525562480415836
dated,46.35364664082388
dates,45.18924717313958
datum,54.40958431787569
daube,69.40780703189108
daunt,58.166743626044415
dawns,61.88671863698852
dazed,58.43266095921665
deals,48.38057538325407
dealt,45.65164621514819
deans,51.35741302067326
deary,72.03196337202101
death,38.58895527932523
debit,48.00258910434223
debts,47.469817520521374
debug,51.1189873435896
debut,55.20634584209632
decaf,61.378040600066385
decay,50.67667337505199
decks,54.24725225566425
decor,53.3996516054611
decoy,57.20625673726954
decry,56.68383742999711
deeds,51.135911052307236
deems,51.89081468017762
defer,50.93115955665237
degas,56.865294043103695
deify,64.21420975213209
deign,65.72800165974787
deism,59.684706427836936
deist,59.81634761395558
deity,58.49234506157566
delay,43.63660916875666
delft,58.091831257992354
delta,45.79848123447804
delve,56.249467677983056
demon,57.144730562081804
demos,54.23082855714217
demur,65.83115328390232
denim,53.2854302480236
denis,58.66310037792043
dense,51.44962745877745
dents,53.747112047650376
depot,45.899737461902305
depth,46.54993763040556
derby,52.49064347134759
derma,59.94214476313708
derry,61.193135214353674
desks,53.71666814213535
deter,49.54824907638471
detox,52.74339183769994
deuce,58.2462826891772
devil,56.725183263240226
devon,57.66507127772946
dials,58.15189036502289
diane,58.370753197707984
diary,50.07474703918461
diced,55.38818205434673
dicey,57.7352093321396
dicks,65.70947201409456
dicky,69.46491159571057
dicta,54.76019319943951
diets,51.2501725467782
digit,51.89849553395653
dilly,70.64660870917189
dimer,53.75073069026798
dimes,58.43240502922279
dimly,62.48749191381534
dinar,52.772135984911415
dined,57.67394643674839
diner,56.679089016347106
dines,62.485086077011175
dingo,59.75847432068604
dings,59.30732801852974
dingy,60.10805061343533
dinky,70.12753901749663
diode,50.55125877376405
dippy,72.48362457248115
dirge,56.656450200202684
dirty,54.5568440624849
disco,60.32808529291239
discs,52.12978931543083
disks,53.13496312114623
ditch,55.213945361772005
ditsy,70.69520250602652
ditto,62.115213249112166
ditty,65.815576660494
divan,60.84403871514624
divas,63.52471593232373
dived,58.7373518833063
diver,53.20399201204714
dives,58.71589794538737
divvy,64.86713832740206
dixie,61.26558289433538
dizzy,63.91579576253292
docks,56.76301696229456
dodge,57.90316616327326
doers,60.86881205728392
doggy,70.78279082767938
dogma,58.86815823139706
doily,67.83340189888271
doing,57.52319133162767
dolce,59.76072970332589
doled,57.528837865118135
doles,58.85233456440921
dolls,57.227308742375044
dolly,64.19860170483476
domed,56.84489485166676
domes,54.82895720616665
donne,60.96528176505322
donny,66.56870604752777
donor,49.3716103668678
donut,64.13841330122452
dooms,59.14077425244963
doors,50.758120776410514
doozy,67.95108767502941
doped,56.51526529502857
dopey,69.77632418209556
dorms,55.05766133909385
doses,48.0761611957432
dotty,64.91402087506546
doubt,53.582954666618164
dough,63.94119387290182
douse,59.77966728822025
dover,56.60133403409634
doves,57.1867207782966
dowdy,64.47129237431251
dowel,58.96852104392258
dower,59.70913171269784
downs,53.61164534645582
downy,68.43915988213833
dowry,56.3785859869633
dowse,66.18982942625254
doyen,59.74284927371938
dozed,62.024720885685376
dozen,51.14443786492426
drabs,55.637285520977386
draco,62.64095329930674
draft,46.084487136336726
drags,57.81977106389644
drain,52.18566980503422
drake,62.20695892365751
drama,51.08372664464876
drank,56.98509577242983
drape,62.191708589120566
drawl,65.30107648364437
drawn,49.04114736170321
draws,51.20922626890305
dread,53.04310045707212
dream,56.09752087088852
dregs,60.15594281973596
dress,57.327518845000455
dried,51.86228843655707
drier,53.95543136964721
dries,55.97014194128411
drift,56.64409172185991
drill,53.233541725715206
drink,58.01250354715937
drips,60.42223055714282
drive,49.907628850896856
droll,65.22933155413197
drone,53.16659761894857
drool,72.05588734294021
droop,67.13842948231374
drops,54.76158120644702
dross,60.55312624045495
drove,50.09837110239326
drown,58.7298678323034
drugs,46.54834409779208
druid,64.59920385618469
drums,53.72284445393426
drunk,56.59438605801475
drupe,70.33633984326934
dryer,53.52947419632672
dryly,67.61001893409076
duals,57.22482483908859
ducal,67.87213134483888
duchy,62.505166569922125
ducks,62.05464144261066
ducts,54.937270711524526
duels,63.32562835859789
duets,62.039841729459326
dukes,62.99295973546221
dulce,63.662070639349864
dumbo,72.59626376906105
dummy,64.15491615463503
dumps,59.09307154938691
dumpy,71.95901716671945
dunes,59.120670012900504
duped,58.84633104302017
duper,70.71952033531012
durst,64.5638047600365
dusty,56.34271168299528
dutch,58.29552985326057
dwarf,59.83152241581077
dweeb,68.79187866770637
dwell,55.123093954189855
dwelt,51.948832641534366
dying,53.12787724284565
dykes,57.28858169390395
eager,53.510087301543386
eagle,53.05257922713073
eared,60.90717027075326
earls,56.59569960419414
early,42.91054055567616
earns,54.02511916026507
earth,53.0454974293508
eased,49.93739882313547
easel,55.216491653642365
eases,51.45393337962101
eaten,54.46501072027616
eater,60.01124981505522
eaves,56.03341015345753
ebbed,55.110406706121246
ebony,56.941818952191284
edged,51.86682112668313
edger,57.24045315748853
edges,55.48979575321792
edict,54.622140143540086
edify,63.66307008505875
edits,49.99522541262732
eerie,52.106249508075024
egger,62.918764878185854
egret,60.34333282152183
eight,45.65798952873027
eject,55.928575038315856
eking,57.49292358678257
eland,62.34944684620483
elate,60.083184418904416
elbow,55.897570271515406
elder,47.90062946810197
elect,50.38067969061794
elegy,56.53234874078275
elfin,65.00342456232246
elite,48.393121127520814
elope,60.94148899277184
elude,60.231804836164784
elves,62.57506331691757
email,45.72121768771733
embed,56.08712563434105
ember,53.37210466239536
emcee,57.12049104683557
emery,57.08036500944115
emits,57.525904142655975
empty,51.188513735507264
enact,54.06010134395924
ended,43.88862318628446
ender,52.90367703307115
endow,59.00921410005071
enema,57.817198206833766
enemy,49.35842204401605
enjoy,59.10295496231292
ennui,61.07889630753816
ensue,60.98645236630365
enter,44.8096328354715
entry,44.71555502691173
envoy,52.873511508472895
epics,56.56292229013442
epoch,55.125255505646095
epoxy,52.87973107154581
equal,52.09655244957655
equip,52.78288404631759
erase,48.02856654316917
erect,52.12021654724287
ergot,55.72619763628642
erica,59.97344495853431
erode,51.57975918508466
erred,48.91833751145889
error,42.25370160846445
erupt,57.238201986213056
essay,48.9411510028556
ester,49.11537362570825
ether,55.18406919066484
ethic,54.50191205638724
ethos,56.183022351654415
ethyl,51.42901915182716
evade,53.284743346936196
evens,54.948574494939834
event,45.58669831428169
evert,61.61683620136381
every,48.50474302899686
evict,53.64646034447197
evils,53.90277306894714
evoke,57.079834958693766
exact,47.38070634400685
exalt,60.19699843881781
exams,48.523337220775744
excel,53.59671665442474
exert,54.37734223080803
exile,48.066869924091364
exist,51.04416485842195
exits,50.652175066837465
expel,53.885131616398894
expos,52.540800068918664
extol,59.55976397512033
extra,48.41379691708635
exude,66.58409018610953
exult,63.96441635812492
eyrie,63.93690487724339
fable,60.55337690756684
faced,47.5465559646576
facer,65.047528852841
faces,49.621806446833
facet,53.011922425685185
facto,54.75532846154874
facts,50.061427408484846
faded,52.985850949730775
fader,58.51410871276426
fades,55.76881646561326
fails,50.231424210854556
faint,55.925921301770785
faire,54.90135731858845
fairs,51.182070670300725
fairy,66.85841913268482
faith,49.87078041162127
faked,54.334671316543734
faker,61.99424763218745
fakes,53.15472648196302
false,44.67509506293184
famed,57.34158182351088
fancy,63.904665947679575
fangs,63.507236408083145
fanny,69.2384223917349
farce,56.480243457397506
fared,51.08202599827924
fares,49.032268714170286
farms,49.73374572364159
fasts,54.87510762673908
fatal,43.44582951034061
fated,56.56506154391474
fates,50.420213697800364
fatty,57.61948322798841
fatwa,54.51827212872344
fault,52.25080730855157
fauna,55.78553065787575
favor,48.738096833394465
faxes,50.34633263023281
fazed,57.10455054204577
fears,46.24090353701549
feast,56.57275473393042
feats,58.60463182990628
fecal,55.13489935865714
feces,55.3929524723621
feeds,49.980873266939895
feels,53.58302762030101
feign,62.89053609382131
feint,63.673928649396956
feist,68.52605116485904
fella,72.17554321783435
felon,53.649333642803626
felts,57.722658474261614
